No. Of Ads,Ranking,,Keywords,Header,Text,URL,Location,Timestamp
2,2,1,San Jose best restaurant,Tigelleria Restaurant,"Cucina Organica Tipica Italiana Food, Art and Culture ",www.tigelleria.com,"76 East Campbell Ave., Campbell, CA",1269155362
1,1,1,San Jose Brazilian steakhouse,San Jose Brazilian Restaurant,Find Local Restaurant Listings Right in the Search Results on Bing ,www.bing.com/Local,,1269148600
2,1,0.5,San Jose Chinese restaurant,Bing ™ Search Local,Find Local Business Listings Right in the Search Results on Bing.com ,www.bing.com/Local,,1269050228
2,2,1,San Jose Chinese restaurant,Chinese Food in San Jose,"Find Chinese take-out, delivery, buffets &amp; more in your area. ",yellowpages.com,"San Jose, CA",1269050228
1,1,1,San Jose Ethiopian restaurant,San Jose Ethiopian Restaurant,"Find Phone Numbers, Links, Prices, Maps &amp; More - Faster on Bing™! ",www.bing.com/Local,,1269056816
4,1,0.25,San Jose fine dining restaurant,Olio-Mediterranean Fusion,"Tantalizing Dishes &amp; Superb Wine. Downtown Campbell, CA. Call Now. ",www.olio-cafe.com,,1269153434
4,2,0.5,San Jose fine dining restaurant,Benihana Steakhouse,Get directions to a local Benihana near you. Get more information now! ,www.Benihana.com,,1269153434
4,3,0.75,San Jose fine dining restaurant,Antonella&#39;s Ristorante,"Local Hot Spot For Italian Cusine. Authentic Gourmet In San Jose, CA. ",www.antonellasristorante.com,"1701 Park Ave, San Jose, CA 95126",1269153434
4,4,1,San Jose fine dining restaurant,Fine Dining Restaurants,Three &amp; Four Star Dining Near You. Search Our Restaurant Listings Now! ,yellowpages.com,"San Jose, CA",1269153434
2,1,0.5,San Jose French restaurant,Antonella&#39;s Ristorante,"Local Hot Spot For Italian Cusine. Authentic Gourmet In San Jose, CA. ",www.antonellasristorante.com,"1701 Park Ave, San Jose, CA 95126",1269147204
2,2,1,San Jose French restaurant,French Restaurants,From Bagette To Beef Bourguignon. Local Listings For French Food! ,SiliconValley.Citysearch.com,,1269147204
1,1,1,San Jose Greek restaurant,San Jose Greek Restaurant,Find Local Restaurant Listings Right in the Search Results on Bing ,www.bing.com/Local,,1269148038
1,1,1,San Jose healthy restaurant,San Jose Restaurant,Find Local Business Listings Right in the Search Results on Bing.com ,www.bing.com/Local,,1269154839
1,1,1,San Jose Indian restaurant,Taj Palace Indian Cuisine,"$4.99 lunch $6.99 Dinner Buffet MF desi pizza, catering, Banquets etc. ",www.tajpalacesj.com,"San Jose, CA",1269055976
1,1,1,San Jose Italian restaurant,Olio-Mediterranean Fusion,"Tantalizing Dishes &amp; Superb Wine. Downtown Campbell, CA. Call Now. ",www.olio-cafe.com,,1269048791
1,1,1,San Jose Japanese restaurant,Bing ™ Search Local,San Jose Businesses Are Easier to Find on Bing-the Decision Engine ,www.bing.com/Local,,1269052228
2,1,0.5,San Jose Mediterranean restaurant,Antonella&#39;s Ristorante,"Local Hot Spot For Italian Cusine. Authentic Gourmet In San Jose, CA. ",www.antonellasristorante.com,"1701 Park Ave, San Jose, CA 95126",1269142165
2,2,1,San Jose Mediterranean restaurant,San Jose Restaurant,Find Local Restaurant Listings Right in the Search Results on Bing ,www.bing.com/Local,,1269142165
1,1,1,San Jose Middle Eastern restaurant,Bing™ Search Local,Find Local Restaurant Listings Right in the Search Results on Bing ,www.bing.com/Local,,1269140612
2,1,0.5,San Jose romantic restaurant,Romance Her at Fleming&#39;s,Reserve now for a perfect romantic evening of dining at Fleming&#39;s. ,www.FlemingsSteakhouse.com,,1269153972
2,2,1,San Jose romantic restaurant,Romantic Restaurant,"Find the Perfect Restaurant! Browse by Cuisine, Location &amp; Features. ",www.zagat.com,"San Francisco-Oakland-San Jose, CA",1269153972
2,1,0.5,San Jose Spanish restaurant,San Jose Spanish Restaurant,"Find Phone Numbers, Links, Prices, Maps &amp; More - Faster on Bing™! ",www.bing.com/Local,,1269151237
2,2,1,San Jose Spanish restaurant,Spanish Restaurants,Look for Top-rated Spanish Restaurant near you with our Rating ,SiliconValley.Citysearch.com,,1269151237
1,1,1,San Jose Steak restaurant,Three Flames Restaurant,Big comfy dinner booths; live music Come see our new look! ,www.3flamesrestaurant.com,"1547 Meridian Ave, San Jose, CA 95125",1269053713
1,1,1,San Jose Steakhouse restaurant,San Jose Steakhouses,"Find Phone Numbers, Links, Prices, Maps &amp; More - Faster on Bing™! ",www.bing.com/Local,,1269053167
2,1,0.5,San Jose Sushi restaurant,San Jose Sushi Restaurant,Japanese Cuisine Cooked Before Your Eyes. Come for Food and Fun! ,www.kyotopalace.biz,"San Francisco-Oakland-San Jose, CA",1269051654
2,2,1,San Jose Sushi restaurant,Sushi Delivery,Browse Local Restaurant Menus Order Sushi Online Now! ,San-Jose.Eat24Hours.com,,1269051654
1,1,1,San Jose Tapas restaurant,Tapas Restaurants,Search Our Restaurants Listings For Spanish Cafes &amp; Tapas Near You! ,yellowpages.com,"San Jose, CA",1269150717
1,1,1,San Jose Thai restaurant,Bangkok Taste Thai,Delicious Thai Cuisine in San Jose. Discount coupons on web site. ,www.bangkoktaste.com,"1769 Blossom Hill Rd, San Jose, CA 95124",1269049509
3,1,0.333333333,San Jose Vegan restaurant,San Jose Vegan Restaurant,"Find Phone Numbers, Links, Prices, Maps &amp; More - Faster on Bing™! ",www.bing.com/Local,,1269055386
3,2,0.666666667,San Jose Vegan restaurant,Top Vegetarian Restaurant,Enjoy Amazing Cuisine w/Views of Golden Gate. Reserve Online Now! ,greensrestaurant.com,"San Francisco-Oakland-San Jose, CA",1269055386
3,3,1,San Jose Vegan restaurant,Vegan Restaurant San Jose,Get Vegan Restaurant San Jose Info Access 10 Search Engines At Once. ,www.Info.com/VeganRestaurantSanJose,,1269055386
2,1,0.5,San Jose Vegetarian restaurant,Vegetarian Restaurants,VegGuide.Org: Your guide to veg food and shopping world-wide ,www.VegGuide.org,,1269054620
2,2,1,San Jose Vegetarian restaurant,Top Vegetarian Restaurant,Enjoy Amazing Cuisine w/Views of Golden Gate. Reserve Online Now! ,greensrestaurant.com,"San Francisco-Oakland-San Jose, CA",1269054620
2,1,0.5,Seattle Bar restaurant,Seattle Restaurants Bar,Seattle&#39;s Big. Find Out Where to Go Before the People Who Suck Do. ,Thrillist.com,,1269132615
2,2,1,Seattle Bar restaurant,Seattle Bar Menu,Look for Top-rated Bar Menu near you with our Ratings! ,seattle.Citysearch.com,,1269132615
1,1,1,Seattle best restaurant,Verve Bistro and Cellar,"Columbia City&#39;s best bistro fare &amp; wines by the glass, bottle or case! ",www.vervewinebar.com,"Seattle, WA",1269155517
4,1,0.25,Seattle Chinese restaurant,Seattle Chinese Restaurant,Find Local Restaurant Listings Right in the Search Results on Bing ,www.bing.com/Local,,1269050393
4,2,0.5,Seattle Chinese restaurant,Chinese Food in Seattle,Listings &amp; reviews for local Chinese restaurants - YellowPages ,yellowpages.com,"Seattle-Tacoma, WA",1269050393
4,3,0.75,Seattle Chinese restaurant,Zagat Seattle,"Find the Perfect Restaurant! Browse by Cuisine, Location &amp; Features. ",www.zagat.com,"Seattle-Tacoma, WA",1269050393
4,4,1,Seattle Chinese restaurant,Chinese Restaurants,Sort Local Chinese Restaurant by Rating or Distance in your city! ,seattle.Citysearch.com,,1269050393
1,1,1,Seattle Comfort food,Seattle Food Delivery,Browse Local Restaurant Menus Order Your Food Online Now! ,Seattle.Eat24Hours.com,"Seattle, WA",1269141729
1,1,1,Seattle Ethiopian restaurant,Seattle Ethiopian Restaurant,Seattle Restaurants Are Easier to Find on Bing-the Decision Engine ,www.bing.com/Local,,1269056949
1,1,1,Seattle fine dining restaurant,IL Fornaio Trattoria,Seattle&#39;s Authentic Italian Cuisine Lunch &amp; Dinner. Banquets Welcome. ,www.ILFornaio.com/Seattle,"Seattle-Tacoma, WA",1269153577
1,1,1,Seattle French restaurant,French Restaurants,Save time! Review our listings of local restaurants. ,Yellowbook.com,,1269147370
1,1,1,Seattle Greek restaurant,Seattle Greek Restaurant,Find Local Business Listings Right in the Search Results on Bing.com ,www.bing.com/Local,,1269148180
3,1,0.333333333,Seattle Indian restaurant,Indian Restaurants,Save time! Review our listings of local restaurants. ,Yellowbook.com,,1269056138
3,2,0.666666667,Seattle Indian restaurant,Seattle Indian Restaurant,Find local indian restaurants in the Seattle area. ,www.DexKnows.com,,1269056138
3,3,1,Seattle Indian restaurant,Indian Online Delivery,Order Food Delivery Online From Your Favorite Local Restaurant ,Seattle.Eat24Hours.com,"Seattle, WA",1269056138
1,1,1,Seattle Irish bar restaurant,Irish Pubs in Seattle,"The Irish Heritage Club&#39;s List Of Pubs, Watering Holes, &amp; Restaurants ",www.IrishClub.org/IrishPubs,Washington,1269134056
3,1,0.333333333,Seattle Italian restaurant,IL Fornaio Restaurant,Authentic Italian Food and Wine Lunch &amp; Dinner in Downtown Seattle! ,www.ILFornaio.com/Seattle,"Seattle-Tacoma, WA",1269048966
3,2,0.666666667,Seattle Italian restaurant,Seattle Italian Restaurant,Seattle italian restaurants. Find local businesses on DexKnows. ,www.DexKnows.com,,1269048966
3,3,1,Seattle Italian restaurant,Italian Restaurant Menus,Menus from Intalian restaurants Find local Italian restaurants ,www.italian-restaurant-menus.com,,1269048966
1,1,1,Seattle Japanese restaurant,Japanese Restaurants,Find user-reviewed Japanese Restaurant in your city or zip code ,seattle.Citysearch.com,"Seattle, WA",1269052699
1,1,1,Seattle Korean restaurant,Seattle Korean Restaurant,Find Local Business Listings Right in the Search Results on Bing.com ,www.bing.com/Local,,1269050965
3,1,0.333333333,Seattle Mexican restaurant,Mexican Food Delivery,Browse Local Restaurant Menus Order Mexcan Food Online Now! ,Seattle.Eat24Hours.com,"Seattle, WA",1269152790
3,2,0.666666667,Seattle Mexican restaurant,Seattle Mexican Restaurant,Find Local Restaurant Listings Right in the Search Results on Bing ,www.bing.com/Local,,1269152790
3,3,1,Seattle Mexican restaurant,Mexican Restaurants,Find user-reviewed Mexican Restaurant in your city or zip code ,seattle.Citysearch.com,,1269152790
1,1,1,Seattle Middle Eastern restaurant,Middle-East Restaurants,Seattle middle-east restaurants. Find local businesses on DexKnows. ,www.DexKnows.com,,1269141150
3,1,0.333333333,Seattle romantic restaurant,Romance Her at Fleming&#39;s,Reserve now for a perfect romantic evening of dining at Fleming&#39;s. ,www.FlemingsSteakhouse.com,,1269154112
3,2,0.666666667,Seattle romantic restaurant,IL Fornaio Restaurant,Authentic Italian Food and Wine Lunch &amp; Dinner in Downtown Seattle! ,www.ILFornaio.com/Seattle,"Seattle-Tacoma, WA",1269154112
3,3,1,Seattle romantic restaurant,Seattle Romantic,Look for Top-rated Romantic Dining near you with our Ratings! ,seattle.Citysearch.com,,1269154112
1,1,1,Seattle Spanish restaurant,Seattle Spanish Restaurant,Seattle Local Businesses Are Easier to Find on Bing-the Decision Engine ,www.bing.com/Local,,1269152228
2,1,0.5,Seattle Steak restaurant,IL Fornaio Restaurant,Authentic Italian Food and Wine Lunch &amp; Dinner in Downtown Seattle! ,www.ILFornaio.com/Seattle,"Seattle-Tacoma, WA",1269054233
2,2,1,Seattle Steak restaurant,13 Coins Seattle,24 Hour Dining Seattle Seattle and SeaTac Airport Location ,13coins.com/,,1269054233
1,1,1,Seattle Steakhouse restaurant,Ruth&#39;s Chris Steak House,The greatest steak you&#39;ve ever had. Reserve your Seattle table now. ,www.ruthschris.com,,1269053335
3,1,0.333333333,Seattle Sushi restaurant,Haru Sushi,Modern Japanese Cuisine. Sushi and Specialty Cocktails. ,www.harusushi.com,,1269051806
3,2,0.666666667,Seattle Sushi restaurant,Sushi Delivery,Browse Local Restaurant Menus Order Sushi Online Now! ,Seattle.Eat24Hours.com,"Seattle, WA",1269051806
3,3,1,Seattle Sushi restaurant,Restaurant sushi,Seattle&#39;s Online Local Search Find Restaurant Sushi Here! ,www.local.com,"Seattle, WA",1269051806
2,1,0.5,Seattle Tapas restaurant,Seattle Tapas Bars,Find Local Restaurant Listings Right in the Search Results on Bing ,www.bing.com/Local,,1269150871
2,2,1,Seattle Tapas restaurant,"Pomodoro, Seattle","Offers Authentic Spanish Tapas, and Avant-Garde Italian Cuisine ",www.pomodoro.net,,1269150871
3,1,0.333333333,Seattle Thai restaurant,Chantanee Thai Restaurant,Open for Dinner &amp; Cocktails Daily. Delicious Food. Great Night Life. ,www.Chantanee.com,"Seattle, WA",1269049646
3,2,0.666666667,Seattle Thai restaurant,Thai Restaurants,Save time! Review our listings of local restaurants. ,Yellowbook.com,,1269049646
3,3,1,Seattle Thai restaurant,Seattle Thai Restaurants,Find user-reviewed Thai Restaurants in your city or zip code! ,Seattle.Citysearch.com,"Seattle, WA",1269049646
2,1,0.5,Seattle Vegan restaurant,Seattle Vegan Restaurant,Seattle Local Businesses Are Easier to Find on Bing-the Decision Engine ,www.bing.com/Local,,1269055550
2,2,1,Seattle Vegan restaurant,Vegetarian Restaurants,Read Local Reviews of Vegetarian Dining on Citysearch. Try it! ,Seattle.Citysearch.com,"Seattle, WA",1269055550
2,1,0.5,Seattle Vegetarian restaurant,Veg Food in Seattle,Find veg-friendly restaurants and shopping in Seattle ,www.VegGuide.Org,,1269054759
2,2,1,Seattle Vegetarian restaurant,Vegetarian Food Delivery,Order Food Delivery Online From Your Favorite Local Restaurant ,Seattle.Eat24Hours.com,"Seattle, WA",1269054759
1,1,1,Seattle Wine Bar restaurant,Capitol Hill&#39;s wine bar,"Featuring NW wines &amp; other regions Relaxing ambiance, yummy appetizers ",www.pocowineroom.com,"Seattle-Tacoma, WA",1269133144
1,1,1,Shanghai best restaurant,Shanghai Best Restaurant,World&#39;s Highest Hotel. 5* Luxury Superb Chinese &amp; Intl Cuisine. ,www.Shanghai.Park.Hyatt.com,,1269156057
1,1,1,Shanghai Chinese restaurant,Chinese Restaurants,"Search Our Restaurants Listings For Chinese Diners, Delivery &amp; Take-Out ",yellowpages.com,"Philadelphia, PA",1269050696
1,1,1,Shanghai fine dining restaurant,Fine Dining Restaurant,Fine Dining at Penn&#39;s Landing. Unique Waterfront and City Views. ,www.Moshulu.com,"Philadelphia, PA",1269153848
1,1,1,Shanghai Irish bar restaurant,Restaurant Guide Shanghai,"Photos, Menus &amp; Reviews: Reserve your favorite Restaurant online! ",www.diningcity.com/shanghai,,1269140496
1,1,1,Shanghai Italian restaurant,Shanghai restaurant,Find shanghai restaurant here. We offer local search in your area. ,philadelphia.local.com,"Philadelphia, PA",1269049375
1,1,1,Shanghai romantic restaurant,Romance Her at Fleming&#39;s,Reserve now for a perfect romantic evening of dining at Fleming&#39;s. ,www.FlemingsSteakhouse.com,,1269154723
1,1,1,Shanghai Steak restaurant,Ruth&#39;s Chris Steak House,Enjoy a complete three-course meal for only $39.95! Reserve today. ,www.ruthschris.com,,1269054506
1,1,1,Shanghai Steakhouse restaurant,Ruth&#39;s Chris Steak House,Enjoy a complete three-course meal for only $39.95! Reserve today. ,www.ruthschris.com,,1269053587
1,1,1,Shanghai Vegan restaurant,Vegetarian Restaurants,VegGuide.Org: Your guide to veg food and shopping world-wide ,www.VegGuide.org,,1269055852
1,1,1,Shanghai Vegetarian restaurant,Vegetarian Restaurants,VegGuide.Org: Your guide to veg food and shopping world-wide ,www.VegGuide.org,,1269055028
1,1,1,Sydney best restaurant,Restaurant Reviews,"Find the Perfect Restaurant! Browse by Cuisine, Location &amp; Features. ",www.zagat.com,,1269156072
1,1,1,Sydney fine dining restaurant,Del Frisco&#39;s Philadelphia,"Award Winning Steak, Seafood And Wine List. Call For Reservations. ",www.DelFriscos.com,,1269153862
1,1,1,Sydney Mediterranean restaurant,Bitar&#39;s,you&#39;ll be thrilled with the quality and value of our award-winning food ,www.bitars.com,"947 Federal St, Philadelphia, PA 19147",1269147105
2,1,0.5,Sydney romantic restaurant,Romance Her at Fleming&#39;s,Reserve now for a perfect romantic evening of dining at Fleming&#39;s. ,www.FlemingsSteakhouse.com,,1269154732
2,2,1,Sydney romantic restaurant,Romantic Dinner Sydney,Get Info On Romantic Dinner Sydney Access 10 Search Engines At Once. ,www.Info.com/RomanticDinnerSydney,,1269154732
1,1,1,Sydney Steak restaurant,Ruth&#39;s Chris Steak House,Enjoy a complete three-course meal for only $39.95! Reserve today. ,www.ruthschris.com,,1269054520
1,1,1,Sydney Steakhouse restaurant,Ruth&#39;s Chris Steak House,Enjoy a complete three-course meal for only $39.95! Reserve today. ,www.ruthschris.com,,1269053596
1,1,1,Sydney Tapas restaurant,Tapas Restaurants,Search Our Restaurants Listings For Spanish Cafes &amp; Tapas Near You! ,yellowpages.com,"Philadelphia, PA",1269151138
1,1,1,Sydney Vegan restaurant,Vegetarian Restaurants,VegGuide.Org: Your guide to veg food and shopping world-wide ,www.VegGuide.org,,1269055863
1,1,1,Tucson best restaurant,Tucson Restaurant Review,Tucson Local Restaurants Are Easier to Find on Bing-the Decision Engine ,www.bing.com/Local,,1269155589
1,1,1,Tucson Brazilian steakhouse,Tucson Brazilian Restaurant,Tucson Local Businesses Are Easier to Find on Bing-the Decision Engine ,www.bing.com/Local,,1269150393
1,1,1,Tucson Chinese restaurant,Tucson Chinese Restaurant,Find Local Business Listings Right in the Search Results on Bing.com ,www.bing.com/Local,,1269050463
1,1,1,Tucson Ethiopian restaurant,Tucson Ethiopian Restaurant,Tucson Local Restaurants Are Easier to Find on Bing-the Decision Engine ,www.bing.com/Local,,1269057026
2,1,0.5,Tucson fine dining restaurant,Dine at Fleming&#39;s Tonight,"Reserve online: Enjoy our prime steak, seafood &amp; world-class wine. ",FlemingsSteakhouse.com,Arizona,1269153644
